Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5.0,60.0,No,6.0,9.0,44.0
9.0,,Yes,7.0,5.0,55.0
8.0,60.0,No,5.0,,52.0
4.0,58.0,No,4.0,8.0,247.73254528643105
5.0,43.0,Yes,7.0,4.0,28.0
5.0,52.0,No,8.0,1.0,31.0
,57.0, Yea ,4.0,5.0,42.0
3.0,91.0,No,6.0,,71.0
5.0,68.0,Yec,8.0,7.0,54.0
2.0,64.0,Yes,4.0,2.0,42.0
1.0,95.0,No,,4.0,68.0
1.0,52.0,Yes,,3.0,27.0
7.0,66.0,No,7.0,3.0,59.0
,99.0,Yes,8.0,invalid,77.0
4.0,243.12340246831906,Yes,7.0,7.0,43.0
,88.0,Yis,6.0,2.0,73.0
7.0,40.0,No,6.0,invalid,31.0
2.0,77.0,Yes,8.0,5.0,
,58.0,Yes,8.0,,49.0
,243.12340246831906,yes,6.0,3.0,65.0
7.0,,,8.0,invalid,
9.0,79.0,No,8.0,4.0,75.0
5.0,56.0,Yes,8.0,8.0,43.0
30.91532574884556,60.0,Yem,9.0,0.0,49.0
4.0,61.0,,8.0,4.0,44.0
30.91532574884556,54.0,Yes,4.0,3.0,35.0
,243.12340246831906,Yes,6.0,4.0,88.0
5.0,78.0,,6.0,6.0,65.0
8.0,87.0,Yes,5.0,6.0,82.0
,78.0,,7.0,6.0,76.0
30.91532574884556,71.0,Yes,5.0,0.0,54.0
30.91532574884556,88.0,No,8.0,8.0,90.0
2.0,43.0,Yen,8.0,6.0,23.0
,243.12340246831906,Yes,4.0,invalid,79.0
4.0,,No,4.0,,65.0
,71.0,,4.0,1.0,59.0
6.0,43.0, No ,4.0,5.0,28.0
6.0,92.0,,4.0,9.0,79.0
2.0,40.0,res,4.0,2.0,11.0
7.0,72.0,No,4.0,0.0,61.0
6.0,46.0,Yes,4.0,4.0,36.0
1.0,,no,9.0,5.0,22.0
2.0,40.0,No,4.0,4.0,20.0
,55.0,Ni,6.0,4.0,45.0
1.0,57.0,Yus,4.0,9.0,32.0
1.0,93.0, No ,7.0,7.0,
1.0,86.0,No,4.0,9.0,55.0
8.0,45.0,NO,,0.0,38.0
4.0,243.12340246831906,Yes,8.0,7.0,23.0
4.0,48.0,Yes,9.0,6.0,33.0
2.0,43.0,NO,9.0,invalid,22.0
1.0,,Yes,8.0,8.0,60.0
9.0,62.0,No,23.458558266338233,3.0,58.0
7.0,93.0,Yes,4.0,invalid,84.0
4.0,82.0,No,8.0,2.0,67.0
,,jes,7.0,7.0,247.73254528643105
2.0,82.0,No,5.0,3.0,61.0
7.0,90.0,Yes,6.0,invalid,80.0
2.0,243.12340246831906,Yes,8.0,1.0,27.0
8.0,78.0,No,4.0,7.0,72.0
8.0,64.0,No,6.0,7.0,61.0
1.0,55.0,,,0.0,25.0
8.0,74.0,No,,5.0,67.0
2.0,56.0,No,5.0,,33.0
6.0,57.0,No,8.0,8.0,46.0
1.0,99.0,No,6.0,1.0,73.0
30.91532574884556,66.0,Yes,9.0,invalid,54.0
,54.0,No,6.0,7.0,44.0
,99.0,Yes,9.0,3.0,74.0
2.0,56.0,Yes,5.0,3.0,247.73254528643105
7.0,,No,4.0,invalid,73.0
6.0,44.0,No,9.0,9.0,34.0
3.0,55.0,Yes,9.0,6.0,36.0
2.0,54.0,No,8.0,invalid,27.0
30.91532574884556,81.0,No,7.0,8.0,247.73254528643105
3.0,85.0,Yes,5.0,2.0,247.73254528643105
7.0,73.0,Yes,,3.0,64.0
8.0,87.0,ces,5.0,invalid,82.0
2.0,58.0,No,8.0,4.0,34.0
7.0,47.0,No,4.0,4.0,38.0
8.0,86.0,Yes,6.0,0.0,79.0
6.0,49.0,yes,5.0,1.0,35.0
30.91532574884556,44.0,No,8.0,invalid,33.0
,91.0,Nb,8.0,1.0,
4.0,87.0,No,8.0,0.0,69.0
1.0,,Yes,6.0,9.0,66.0
4.0,,,5.0,invaliu,
2.0,61.0,No,,0.0,37.0
5.0,83.0,Yes,,9.0,71.0
,62.0,No,6.0,7.0,
3.0,52.0,yes,4.0,7.0,32.0
8.0,48.0,No,7.0,7.0,40.0
3.0,88.0,Yes,5.0,6.0,73.0
6.0,59.0,Yes,6.0,6.0,48.0
4.0,67.0,Yes,7.0,1.0,52.0
8.0,83.0,No,7.0,8.0,79.0
6.0,96.0,No,6.0,6.0,85.0
8.0,76.0,No,9.0,4.0,
1.0,63.0,No,9.0,3.0,39.0
6.0,83.0,Yes,6.0,7.0,72.0
1.0,72.0,,6.0,4.0,
1.0,59.0,No,8.0,5.0,36.0
,99.0,Yss,23.458558266338233,3.0,89.0
7.0,87.0,,9.0,1.0,82.0
3.0,69.0,Yes,8.0,6.0,
6.0,83.0,YES,23.458558266338233,1.0,75.0
9.0,48.0,No,7.0,6.0,44.0
30.91532574884556,84.0,Yes,7.0,6.0,
3.0,88.0,No,6.0,0.0,66.0
6.0,56.0,No,5.0,9.0,
4.0,75.0,Yes,,9.0,59.0
3.0,53.0,Yes,,2.0,31.0
9.0,58.0,Yes,4.0,2.0,54.0
2.0,46.0, Yes ,4.0,,23.0
30.91532574884556,98.0,Yes,8.0,2.0,75.0
2.0,42.0,No,7.0,,247.73254528643105
7.0,72.0,Yes,9.0,4.0,69.0
1.0,83.0,No,4.0,5.0,56.0
6.0,71.0,Yes,5.0,5.0,60.0
,86.0,No,,7.0,79.0
9.0,50.0,No,9.0,9.0,247.73254528643105
8.0,81.0,No,6.0,invalid,72.0
6.0,41.0,Yes,7.0,8.0,31.0
,65.0,Yes,23.458558266338233,6.0,45.0
8.0,43.0,Yes,8.0,5.0,40.0
30.91532574884556,56.0,No,4.0,0.0,46.0
3.0,56.0,No,9.0,3.0,38.0
9.0,243.12340246831906,Yes,9.0,4.0,64.0
2.0,69.0,Yes,9.0,1.0,247.73254528643105
3.0,243.12340246831906,No,6.0,0.0,
2.0,62.0,No,6.0,,37.0
1.0,85.0,Yes,8.0,7.0,62.0
4.0,,Yes,5.0,9.0,49.0
5.0,68.0,,5.0,5.0,53.0
6.0,43.0,No,8.0,9.0,30.0
5.0,,NO,9.0,invalid,59.0
1.0,243.12340246831906,Yes,5.0,8.0,40.0
3.0,58.0,Yes,8.0,7.0,37.0
1.0,243.12340246831906,Yes,,3.0,41.0
5.0,68.0,,8.0,9.0,
5.0,95.0,Yes,5.0,6.0,81.0
6.0,243.12340246831906,No,9.0,2.0,66.0
30.91532574884556,74.0,Yes,6.0,5.0,247.73254528643105
1.0,243.12340246831906,No,6.0,2.0,64.0
,45.0,No,9.0,9.0,31.0
1.0,98.0,No,5.0,,72.0
9.0,62.0,No,9.0,inialid,57.0
7.0,78.0,No,8.0,5.0,67.0
,85.0,No,6.0,7.0,76.0
5.0,83.0,No,4.0,3.0,68.0
7.0,87.0,no,5.0,3.0,78.0
2.0,91.0,Yes,4.0,,68.0
4.0,47.0,Yes,,6.0,25.0
7.0,,Yeb,7.0,4.0,86.0
3.0,41.0,Yes,4.0,1.0,15.0
2.0,52.0,Yey,4.0,invalid,28.0
2.0,243.12340246831906,,9.0,0.0,247.73254528643105
1.0,96.0,No,7.0,6.0,72.0
,60.0,wo,7.0,8.0,45.0
6.0,70.0,No,7.0,4.0,59.0
6.0,91.0,No,8.0,4.0,
9.0,87.0,Yes,,6.0,84.0
4.0,75.0,Yes,9.0,invalid,56.0
1.0,87.0,No,8.0,9.0,62.0
6.0,91.0,Yes,5.0,3.0,78.0
30.91532574884556,,,8.0,0.0,62.0
,66.0,,5.0,5.0,54.0
3.0,75.0,Yes,7.0,,57.0
2.0,87.0,Yes,7.0,3.0,61.0
,,,5.0,,
1.0,94.0,Yes,6.0,,71.0
7.0,60.0,,9.0,4.0,
7.0,52.0,No,8.0,,44.0
7.0,76.0,po,9.0,,68.0
1.0,,No,9.0,8.0,60.0
4.0,65.0,No,4.0,0.0,45.0
7.0,79.0,No,7.0,5.0,72.0
9.0,46.0,No,8.0,5.0,247.73254528643105
5.0,85.0,No,9.0,7.0,73.0
2.0,78.0,No,8.0,4.0,57.0
7.0,61.0,,23.458558266338233,8.0,55.0
1.0,78.0,No,7.0,8.0,53.0
7.0,62.0,,,1.0,
6.0,97.0,Yej,23.458558266338233,4.0,87.0
7.0,69.0,No,7.0,6.0,61.0
3.0,57.0,No,8.0,1.0,38.0
3.0,81.0,No,6.0,6.0,60.0
7.0,57.0,No,9.0,8.0,49.0
2.0,85.0,Yes,5.0,7.0,64.0
1.0,49.0,Yes,7.0,9.0,23.0
9.0,78.0,,4.0,,72.0
9.0,69.0,Yes,7.0,3.0,71.0
7.0,65.0,Yes,8.0,7.0,59.0
7.0,,Yes,8.0,8.0,38.0
3.0,,Yes,4.0,9.0,24.0
2.0,243.12340246831906,Yes,5.0,1.0,18.0
7.0,40.0,Yes,8.0,9.0,33.0
30.91532574884556,85.0,No,5.0,intalid,81.0
1.0,57.0,No,5.0,0.0,247.73254528643105
4.0,52.0,Yes,7.0,0.0,32.0
6.0,64.0,Yes,,9.0,50.0
7.0,243.12340246831906,Yes,23.458558266338233,5.0,
7.0,47.0,No,8.0,0.0,38.0
30.91532574884556,49.0,No,8.0,4.0,28.0
4.0,71.0,No,,5.0,57.0
5.0,56.0,No,5.0,8.0,41.0
1.0,77.0,xo,6.0,invalid,52.0
1.0,54.0,no,,3.0,
3.0,,Yes,6.0,0.0,28.0
3.0,96.0,No,,5.0,
8.0,87.0,No,8.0,6.0,81.0
9.0,,No,7.0,4.0,81.0
1.0,90.0,Yes,,5.0,61.0
30.91532574884556,59.0,No,,9.0,38.0
2.0,54.0,Yes,4.0,7.0,29.0
4.0,74.0,Yes,5.0,,57.0
2.0,243.12340246831906,No,4.0,7.0,21.0
7.0,69.0,No,6.0,1.0,57.0
9.0,96.0,No,5.0,1.0,94.0
7.0,47.0,,4.0,7.0,39.0
6.0,70.0,No,9.0,1.0,59.0
1.0,87.0,Yes,8.0,7.0,64.0
9.0,86.0,Yes,6.0,4.0,83.0
5.0,71.0,No,5.0,8.0,
5.0,84.0,No,5.0,8.0,70.0
6.0,97.0,Nm,8.0,,92.0
9.0,91.0,Yes,8.0,8.0,92.0
8.0,54.0,No,4.0,invalid,47.0
30.91532574884556,57.0,yes,4.0,invalid,51.0
8.0,52.0,No,4.0,5.0,45.0
1.0,63.0,,7.0,8.0,34.0
1.0,79.0,No,6.0,,50.0
8.0,53.0,No,5.0,2.0,45.0
30.91532574884556,67.0,Yes,,,54.0
9.0,50.0,yes,8.0,5.0,52.0
2.0,45.0,No,9.0,2.0,20.0
9.0,95.0,,6.0,,
8.0,,Yes,6.0,3.0,53.0
9.0,40.0,Yes,4.0,4.0,35.0
4.0,64.0,,,3.0,
1.0,41.0, No ,6.0,,18.0
1.0,71.0,Yes,23.458558266338233,2.0,43.0
5.0,52.0,No,4.0,9.0,36.0
2.0,72.0,uo,6.0,,51.0
30.91532574884556,71.0,No,8.0,9.0,65.0
5.0,95.0, Yes ,9.0,0.0,81.0
5.0,63.0,No,5.0,5.0,45.0
2.0,66.0,No,,7.0,46.0
7.0,43.0,go,8.0,9.0,32.0
8.0,63.0,No,8.0,7.0,60.0
1.0,62.0,No,8.0,invalid,33.0
2.0,,Yes,9.0,6.0,45.0
4.0,73.0,No,7.0,9.0,54.0
5.0,60.0,Yes,23.458558266338233,9.0,46.0
2.0,69.0,No,8.0,3.0,49.0
1.0,65.0,,7.0,5.0,38.0
9.0,,Yes,4.0,invalid,53.0
1.0,55.0,Yes,23.458558266338233,4.0,30.0
30.91532574884556,42.0,No,4.0,9.0,24.0
2.0,88.0,No,9.0,8.0,69.0
4.0,76.0,No,7.0,9.0,57.0
8.0,97.0,No,9.0,7.0,94.0
8.0,79.0,no,8.0,5.0,
9.0,83.0,yes,7.0,3.0,79.0
5.0,64.0,No,7.0,invalid,50.0
7.0,62.0,No,8.0,8.0,52.0
3.0,83.0,Yes,4.0,3.0,64.0
4.0,98.0,Yes,23.458558266338233,6.0,86.0
30.91532574884556,40.0,No,5.0,5.0,33.0
,72.0,Yes,7.0,1.0,47.0
2.0,54.0,Yes,23.458558266338233,4.0,247.73254528643105
5.0,56.0,yes,8.0,2.0,42.0
3.0,,No,9.0,8.0,54.0
2.0,56.0,No,8.0,9.0,
1.0,91.0,No,6.0,,247.73254528643105
3.0,97.0,Yes,5.0,9.0,78.0
30.91532574884556,80.0,No,6.0,3.0,55.0
1.0,83.0,No,,3.0,59.0
1.0,43.0,Yes,9.0,8.0,20.0
8.0,52.0,lo,6.0,invalid,43.0
,43.0,Yes,6.0,1.0,19.0
1.0,46.0,,5.0,,17.0
,85.0,Yes,8.0,0.0,73.0
,98.0,YES,4.0,0.0,72.0
8.0,48.0,No,8.0,2.0,39.0
4.0,62.0,No,4.0,3.0,44.0
4.0,72.0,No,5.0,9.0,52.0
5.0,243.12340246831906,Yes,7.0,invalid,58.0
6.0,59.0,No,8.0,invalid,45.0
7.0,43.0,No,6.0,4.0,36.0
4.0,40.0,Yes,8.0,5.0,22.0
8.0,93.0,Yes,,1.0,86.0
6.0,81.0,No,7.0,2.0,68.0
30.91532574884556,,Yes,7.0,9.0,47.0
,66.0,No,8.0,2.0,247.73254528643105
,60.0,Yes,8.0,1.0,
,243.12340246831906,Yes,9.0,3.0,53.0
8.0,54.0,Nh,8.0,4.0,46.0
7.0,74.0,,5.0,7.0,66.0
6.0,64.0,Yes,23.458558266338233,5.0,49.0
4.0,,Yes,9.0,8.0,
7.0,48.0,No,,2.0,36.0
9.0,56.0,No,,9.0,55.0
7.0,60.0,No,,8.0,49.0
1.0,99.0,Yes,9.0,invalid,76.0
9.0,52.0,yes,7.0,7.0,45.0
4.0,42.0,Yee,,9.0,28.0
3.0,43.0,Yes,, invalid ,25.0
4.0,,No,7.0,6.0,27.0
4.0,82.0,No,9.0,,67.0
2.0,,Yes,7.0,9.0,247.73254528643105
1.0,46.0,No,8.0,1.0,
1.0,65.0,No,7.0,4.0,37.0
8.0,50.0,No,9.0,2.0,43.0
2.0,63.0,Yes,,6.0,43.0
5.0,82.0,,23.458558266338233,2.0,66.0
4.0,49.0,No,8.0,,34.0
8.0,76.0,no,8.0,4.0,77.0
2.0,52.0,No,6.0,1.0,31.0
9.0,83.0,,23.458558266338233,invelid,80.0
7.0,81.0,Yes,,5.0,71.0
7.0,78.0,No,5.0,0.0,69.0
1.0,,Nt,6.0,8.0,34.0
2.0,90.0,yhs,4.0,9.0,69.0
,58.0,No,7.0,4.0,44.0
4.0,51.0,Yes,4.0,invalid,30.0
3.0,91.0,Yes,6.0,7.0,73.0
7.0,61.0,Yeb,8.0,0.0,52.0
,86.0,Yes,5.0,3.0,81.0
,76.0,No,6.0,6.0,
4.0,95.0,No,4.0,3.0,77.0
3.0,69.0,Yes,,4.0,44.0
2.0,85.0,No,,,
6.0,51.0,Yes,9.0,3.0,
4.0,68.0,No,9.0,4.0,51.0
6.0,60.0,,6.0,6.0,48.0
2.0,50.0,Yes,23.458558266338233,0.0,30.0
4.0,99.0,No,23.458558266338233,2.0,
6.0,76.0,,8.0,0.0,61.0
5.0,87.0,,6.0,invalid,72.0
3.0,97.0,No,7.0,1.0,78.0
8.0,57.0,no,5.0,4.0,53.0
7.0,83.0,YES,5.0,9.0,78.0
3.0,98.0,Yes,7.0,invalid,79.0
6.0,,Yes,,9.0,56.0
4.0,76.0,,4.0,8.0,58.0
5.0,87.0,Yes,4.0,invalid,72.0
5.0,51.0,Yes,4.0,2.0,37.0
7.0,62.0,YES,8.0,0.0,56.0
5.0,73.0,No,7.0,4.0,59.0
3.0,77.0, No ,5.0,2.0,54.0
5.0,62.0,No,7.0,4.0,47.0
7.0,92.0,No,5.0,8.0,84.0
5.0,64.0,Yes,4.0,0.0,50.0
5.0,43.0,,23.458558266338233,0.0,27.0
,69.0,Yes,6.0,8.0,67.0
,, eo ,6.0,2.0,48.0
6.0,52.0,YES,9.0,9.0,42.0
1.0,243.12340246831906,Yes,4.0,4.0,55.0
5.0,243.12340246831906,No,4.0,8.0,73.0
,53.0,,7.0,invalid,46.0
5.0,95.0,Yes,8.0,2.0,81.0
9.0,86.0,yes,8.0,8.0,
,47.0,Yes,7.0,6.0,35.0
8.0,94.0,NO,23.458558266338233,6.0,
8.0,63.0,No,,7.0,59.0
3.0,57.0,Yes,6.0,4.0,35.0
30.91532574884556,74.0,No,8.0,1.0,65.0
7.0,64.0,Yes,4.0,8.0,53.0
6.0,,Yes,6.0,2.0,247.73254528643105
30.91532574884556,71.0,No,4.0,1.0,61.0
2.0,95.0,Yes,4.0,invalid,74.0
9.0,63.0,ao,7.0,9.0,60.0
1.0,243.12340246831906,Yes,9.0,4.0,23.0
1.0,52.0,No,8.0,7.0,25.0
3.0,66.0,No,8.0,2.0,247.73254528643105
3.0,87.0,Yes,8.0,invalid,68.0
1.0,44.0,No,8.0,8.0,21.0
30.91532574884556,75.0,Yes,6.0,1.0,65.0
4.0,243.12340246831906,No,5.0,invalid,
2.0,81.0,Yes,4.0,,
5.0,84.0,No,9.0,6.0,76.0
6.0,,No,9.0,2.0,57.0
9.0,49.0,No,5.0,0.0,46.0
4.0,,Yes,5.0,5.0,247.73254528643105
30.91532574884556,65.0,No,5.0,1.0,40.0
5.0,61.0,,6.0,2.0,45.0
3.0,51.0,No,5.0,4.0,31.0
2.0,71.0,No,,7.0,50.0
1.0,66.0,Yes,7.0,1.0,43.0
2.0,72.0,,7.0,5.0,50.0
6.0,92.0,,23.458558266338233,0.0,80.0
8.0,91.0,Yes,,6.0,90.0
3.0,59.0,Yes,6.0,3.0,38.0
9.0,,Yes,6.0,0.0,73.0
9.0,80.0,Yes,4.0,8.0,
,79.0,No,5.0,8.0,54.0
8.0,98.0,Yes,8.0,invalid,92.0
5.0,52.0,No,8.0,5.0,39.0
4.0,53.0,Yes,5.0,,41.0
5.0,83.0,,,3.0,
4.0,79.0,No,8.0,5.0,65.0
8.0,92.0,No,8.0,8.0,87.0
4.0,61.0,Yes,9.0,9.0,47.0
6.0,57.0,Yes,,5.0,42.0
2.0,,No,6.0,,62.0
,68.0,No,6.0,5.0,54.0
,243.12340246831906,Yes,5.0,,71.0
,,Yes,7.0,,42.0
,85.0,Yes,9.0,invalid,64.0
7.0,74.0,,9.0,8.0,70.0
4.0,92.0,Yes,23.458558266338233,2.0,77.0
8.0,73.0,No,4.0,5.0,
7.0,42.0,No,6.0,3.0,28.0
7.0,43.0,Yes,23.458558266338233,6.0,36.0
9.0,93.0,Yes,23.458558266338233,6.0,
1.0,44.0,No,4.0,,
6.0,49.0,Yes,,,37.0
6.0,91.0,Yes,9.0,,81.0
,68.0,No,9.0,invalid,57.0
,,Yes,7.0,7.0,61.0
7.0,70.0,No,4.0,7.0,62.0
6.0,41.0,NO,8.0,5.0,27.0
1.0,,Yes,23.458558266338233,7.0,26.0
3.0,66.0,,6.0,,48.0
2.0,44.0,,7.0,9.0,18.0
6.0,76.0,Yes,8.0,invalid,66.0
8.0,66.0,No,7.0,,
3.0,62.0,Yes,6.0,5.0,41.0
8.0,72.0,No,4.0,6.0,64.0
8.0,43.0,No,,3.0,40.0
30.91532574884556,98.0,,23.458558266338233,0.0,247.73254528643105
8.0,243.12340246831906,Nb,5.0,3.0,51.0
6.0,63.0,No,5.0,5.0,49.0
5.0,83.0,No,5.0,7.0,67.0
,70.0,No,9.0,3.0,70.0
7.0,83.0,Yes,7.0,9.0,75.0
8.0,87.0,No,5.0,0.0,80.0
1.0,63.0,Yes,4.0,,
2.0,88.0,No,8.0,,65.0
8.0,92.0,No,7.0,5.0,247.73254528643105
9.0,49.0,Yes,9.0,2.0,45.0
4.0,88.0,Yes,4.0,6.0,69.0
,88.0,Yes,9.0,3.0,86.0
4.0,89.0,No,7.0,4.0,75.0
9.0,,Yes,7.0,6.0,39.0
7.0,70.0,No,23.458558266338233,1.0,59.0
2.0,64.0,No,6.0,3.0,247.73254528643105
9.0,43.0,Yes,8.0,3.0,42.0
4.0,90.0,,5.0,5.0,70.0
8.0,50.0,Yes,6.0,6.0,48.0
7.0,243.12340246831906,Yes,8.0,3.0,49.0
7.0,83.0,Yes,9.0,9.0,78.0
8.0,41.0,Yes,5.0,0.0,34.0
1.0,45.0, No ,6.0,0.0,18.0
5.0,48.0,No,6.0,4.0,33.0
2.0,44.0,Yes,4.0,0.0,20.0
2.0,243.12340246831906,hes,6.0,2.0,35.0
1.0,68.0,No,7.0,,46.0
5.0,60.0,No,9.0,2.0,42.0
2.0,243.12340246831906,Yes,23.458558266338233,2.0,23.0
4.0,,No,7.0,8.0,51.0
3.0,94.0,No,8.0,4.0,75.0
30.91532574884556,,No,8.0,7.0,27.0
2.0,70.0,No,7.0,9.0,48.0
6.0,59.0,Yes,4.0,8.0,45.0
2.0,66.0,No,4.0,5.0,40.0
,47.0,Yes,,invalid,42.0
8.0,93.0,Yes,9.0,6.0,90.0
5.0,60.0,Yes,6.0,6.0,45.0
30.91532574884556,67.0,No,8.0,,55.0
4.0,62.0,,8.0,invalid,45.0
1.0,45.0,,7.0,1.0,20.0
2.0,42.0,No,4.0,6.0,15.0
4.0,44.0,Yes,9.0,invalid,28.0
1.0,243.12340246831906,Yes,7.0,,25.0
8.0,46.0,,8.0,9.0,39.0
9.0,99.0,ro,5.0,invalid,96.0
4.0,43.0,Nj,6.0,7.0,24.0
30.91532574884556,243.12340246831906,Yes,8.0,2.0,63.0
2.0,44.0,YES,7.0,4.0,
5.0,50.0,No,5.0,invalio,
3.0,,Yes,,7.0,35.0
7.0,73.0,Yes,8.0,7.0,65.0
6.0,52.0,Yes,9.0,9.0,41.0
1.0,93.0,No,,2.0,65.0
,87.0,No,5.0,3.0,83.0
2.0,46.0,No,6.0,5.0,22.0
,79.0,Yfs,7.0,3.0,68.0
9.0,45.0,No,7.0,9.0,40.0
8.0,95.0,Yes,7.0,3.0,92.0
2.0,78.0,Yes,8.0,,54.0
9.0,89.0,,7.0,,90.0
,69.0,,7.0,6.0,57.0
6.0,61.0,Yes,6.0,1.0,247.73254528643105
3.0,64.0,No,4.0,1.0,43.0
30.91532574884556,67.0,,9.0,9.0,50.0
8.0,93.0,No,8.0,8.0,91.0
2.0,59.0,eo,8.0,3.0,34.0
2.0,78.0,No,7.0,4.0,54.0
5.0,,,6.0,2.0,26.0
6.0,44.0,No,5.0,1.0,34.0
2.0,40.0,Nq,7.0,9.0,18.0
5.0,54.0,No,7.0,7.0,
7.0,65.0,No,8.0,3.0,
8.0,42.0,Yes,8.0,invalid,34.0
7.0,79.0,Yes,23.458558266338233,5.0,68.0
8.0,96.0,Yes,8.0,,
9.0,80.0,Yes,6.0,invalid,77.0
5.0,86.0,Yes,5.0,1.0,
30.91532574884556,,No,5.0,7.0,67.0
4.0,73.0,No,5.0,6.0,59.0
9.0,91.0,No,7.0,1.0,91.0
5.0,44.0,jo,9.0,9.0,29.0
2.0,243.12340246831906,No,7.0,lnvalid,247.73254528643105
8.0,90.0,Yes,7.0,,90.0
7.0,52.0,Yes,6.0,9.0,48.0
8.0,82.0,No,5.0,1.0,77.0
3.0,,Yes,8.0,4.0,20.0
30.91532574884556,,,8.0,5.0,42.0
30.91532574884556,243.12340246831906,No,,9.0,37.0
6.0,65.0,No,4.0,0.0,
1.0,243.12340246831906,Yes,9.0,1.0,33.0
4.0,87.0,Yes,8.0,9.0,72.0
5.0,48.0,,5.0,3.0,34.0
,40.0,Yes,7.0,1.0,247.73254528643105
30.91532574884556,82.0,wo,8.0,5.0,71.0
1.0,48.0,Yes,9.0,3.0,
7.0,62.0,Yes,9.0,2.0,55.0
8.0,82.0,No,8.0,5.0,76.0
,84.0,Yes,23.458558266338233,8.0,76.0
,97.0,No,,7.0,81.0
8.0,41.0,Yes,8.0,1.0,35.0
5.0,53.0,Yes,7.0,2.0,35.0
30.91532574884556,77.0,No,7.0,1.0,
5.0,79.0,Yes,6.0,9.0,66.0
1.0,57.0,No,7.0,6.0,31.0
9.0,55.0,No,8.0,8.0,54.0
5.0,92.0,Yes,8.0,0.0,79.0
6.0,68.0,,7.0,invalid,58.0
4.0,83.0,No,,5.0,66.0
6.0,50.0,,5.0,3.0,36.0
8.0,45.0,Yes,,9.0,
3.0,42.0,No,8.0,9.0,26.0
5.0,,No,7.0,0.0,37.0
2.0,99.0,,9.0,8.0,82.0
2.0,41.0,,7.0,,18.0
7.0,71.0,No,8.0,6.0,66.0
30.91532574884556,70.0,,6.0,0.0,
4.0,50.0,Yes,5.0,8.0,32.0
5.0,61.0,Yes,8.0,7.0,51.0
1.0,42.0,Yes,9.0,9.0,18.0
7.0,89.0,Yes,7.0,4.0,82.0
8.0,70.0,,6.0,3.0,66.0
9.0,72.0,,23.458558266338233,0.0,69.0
8.0,63.0,,5.0,8.0,59.0
5.0,40.0,Yes,6.0,,26.0
3.0,83.0,Yes,9.0,,63.0
9.0,54.0,Yes,,3.0,52.0
6.0,76.0,Yes,4.0,gnvalid,66.0
5.0,66.0,No,5.0,6.0,51.0
3.0,77.0,No,6.0,2.0,54.0
6.0,87.0,Yes,8.0,7.0,77.0
3.0,66.0,No,,6.0,45.0
,83.0,Yes,6.0,invalid,77.0
4.0,51.0,No,8.0,3.0,32.0
2.0,42.0,Yes,6.0,8.0,
,69.0,Yes,5.0,5.0,62.0
4.0,71.0,,8.0,2.0,55.0
9.0,62.0,Yes,,6.0,59.0
7.0,41.0,No,7.0,5.0,32.0
2.0,46.0,Yes,7.0,7.0,21.0
4.0,73.0,No,7.0,4.0,56.0
5.0,71.0,No,7.0,5.0,55.0
3.0,92.0,,8.0,0.0,74.0
9.0,78.0,Yes,6.0,7.0,247.73254528643105
5.0,71.0,No,8.0,0.0,56.0
2.0,82.0,No,9.0,2.0,58.0
,82.0,No,8.0,1.0,64.0
9.0,53.0,yes,5.0,,49.0
7.0,42.0,No,6.0,7.0,31.0
2.0,85.0,,4.0,7.0,64.0
9.0,,no,4.0,6.0,63.0
4.0,82.0,No,6.0,6.0,
9.0,75.0,,4.0,7.0,73.0
2.0,56.0,Yes,6.0,4.0,38.0
4.0,87.0,,5.0,2.0,70.0
5.0,42.0,Yes,5.0,1.0,27.0
2.0,,No,8.0,2.0,72.0
1.0,49.0,No,23.458558266338233,,21.0
7.0,92.0,YES,6.0,6.0,85.0
1.0,,Yes,5.0,0.0,62.0
30.91532574884556,79.0,Yes,8.0,6.0,73.0
3.0,57.0,No,23.458558266338233,5.0,32.0
30.91532574884556,42.0,No,4.0,9.0,30.0
7.0,78.0,No,4.0,1.0,64.0
1.0,49.0,Yrs,5.0,9.0,
6.0,91.0,Yes,5.0,0.0,82.0
7.0,48.0,yes,4.0,8.0,247.73254528643105
6.0,85.0,No,5.0,1.0,71.0
,,kes,4.0,3.0,79.0
30.91532574884556,85.0,Yes,7.0,invalid,59.0
9.0,50.0,No,5.0,,45.0
4.0,99.0,Yes,6.0,0.0,84.0
30.91532574884556,72.0,Yes,5.0,,62.0
7.0,75.0,NO,4.0,1.0,65.0
2.0,65.0,No,,1.0,43.0
1.0,66.0,No,8.0,7.0,39.0
,77.0,No,6.0,7.0,70.0
8.0,61.0,No,6.0,9.0,54.0
7.0,65.0,Nd,5.0,invalid,55.0
8.0,61.0,Yes,,3.0,55.0
3.0,44.0,Yes,,,25.0
2.0,74.0,No,6.0,invalid,52.0
7.0,41.0,No,23.458558266338233,7.0,31.0
8.0,74.0,Yes,5.0,0.0,68.0
1.0,,No,4.0,2.0,19.0
9.0,90.0,qo,5.0,invalid,87.0
4.0,90.0,Yes,8.0,5.0,247.73254528643105
4.0,88.0,Yes,9.0,0.0,74.0
3.0,57.0,no,23.458558266338233,3.0,35.0
6.0,82.0,No,,8.0,69.0
1.0,,Yes,6.0,6.0,24.0
6.0,42.0,,6.0,0.0,29.0
